State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Sex Ratio,Literacy Rate
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,97546,81937,257509,1440,397,46,102,7,47083,435,96031,3880,99911,38113,47788,50340,31224,20785,10900,28198,31604,1090.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,155395,125161,385818,4395,428,323,190,11,71524,899,163434,22906,186340,47447,68435,67519,47703,32557,27168,46547,45572,1019.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,102015,75711,249563,8693,870,336,24,28,37725,548,85202,12839,98041,36127,48093,45766,23610,18360,15110,24002,24284,980.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,189623,155927,475105,6015,1401,260,185,13,95421,1344,183687,26256,209943,63591,87585,90983,56591,42086,28375,58037,61543,1020.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,227406,180588,609835,7374,656,290,32,91,117239,1366,227059,27177,254236,72163,103462,95417,74008,58434,30704,78515,74477,1077.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,598525,439314,1104452,372267,6064,162768,505,738,254802,7883,269406,145253,414659,179602,302653,232381,169274,113661,111062,207469,207848,920.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,128237,86889,324859,3554,353,167,563,74,52621,602,112148,9061,121209,43442,46625,47640,30901,24989,18882,36136,29106,958.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1299337,933655,3033581,290450,3865,386,260,2904,334670,4273,900515,90885,991400,450029,545200,686924,261478,143882,133465,136050,153487,957.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2918040,2329168,6008472,1599764,21220,16675,1602,1674,1049943,32323,1364868,862368,2227236,800473,1437198,1605634,698251,405935,439823,804546,949552,945.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1201481,956966,2181515,1298054,10906,582,258,1152,333752,5210,831044,134565,965609,417769,661190,622372,245201,122865,115743,186877,195797,956.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,596474,487211,1232850,412788,24794,276,148,323,168069,2518,390949,70077,461026,247675,323965,327064,135556,63286,52345,86762,145974,956.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,717673,597912,1366681,105086,141848,2032,209240,1840,297176,10943,303284,215675,518959,183479,344865,402415,176129,113905,110193,196540,251140,970.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1942824,1662382,3535844,1270641,8666,4380,1258,9699,796953,30751,483384,869313,1352697,516323,1059842,1084155,446743,284481,304594,455139,768670,939.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2211777,1866611,4574569,870204,7300,2662,1730,2160,965258,31725,992085,647953,1640038,676265,1172797,1174912,515807,333658,380060,613305,903933,961.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1396622,1102158,3156781,445817,186279,2994,50676,1461,382500,9322,798378,319426,1117804,455854,765613,814395,292056,150360,129393,302540,428531,953.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1926915,1661222,3440290,926414,39758,13849,4771,21178,927602,136618,0,1308106,1308106,255171,597841,820902,555529,425245,691804,868116,915319,908.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1152019,934413,1914352,2045151,13209,747,359,639,297716,5357,830318,128678,958996,478902,629137,595551,238078,109719,92207,175732,266247,944.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2177187,1878647,2359061,4707573,18102,766,348,3037,541169,7951,1501066,350899,1851965,837828,1428661,1210859,443254,230242,170051,388157,617358,958.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1878866,1601689,3728482,1382682,33835,849,514,281,623729,12787,1081381,468390,1549771,605490,1093403,1052487,412193,236828,209562,456320,955780,947.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1002058,622847,2373120,227249,8646,622,209,3052,189889,3551,653219,99433,752652,299355,480046,528068,177459,91807,77621,66231,67448,957.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,853495,636172,1482943,1501170,16702,477,432,1324,199307,2883,683981,94269,778250,402590,488047,422777,163106,73395,59457,179022,164644,939.0,50.0
